age,marital,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,y,duration_mins,education_level,job_type,income_level
46,married,yes,no,cellular,jul,tue,6,0,nonexistent,no,2,mid,white-collar,high
59,divorced,no,yes,cellular,jul,mon,6,0,nonexistent,no,1,low,blue-collar,low
56,divorced,yes,no,cellular,nov,thu,1,1,failure,no,4,low,blue-collar,low
35,married,yes,no,cellular,may,mon,1,1,failure,no,8,high,blue-collar,mid
40,married,yes,no,telephone,aug,thu,6,1,failure,no,3,mid,white-collar,high
39,married,no,no,cellular,sep,fri,2,1,failure,no,3,low,blue-collar,mid
30,married,no,no,telephone,may,wed,3,0,nonexistent,no,2,high,blue-collar,mid
45,married,no,no,telephone,jul,thu,10,0,nonexistent,no,3,mid,white-collar,high
33,married,yes,no,cellular,jul,wed,2,0,nonexistent,no,2,low,blue-collar,mid
30,married,yes,no,cellular,jul,wed,2,0,nonexistent,no,4,high,white-collar,high
29,single,no,yes,cellular,may,fri,1,0,nonexistent,no,1,mid,white-collar,high
42,divorced,yes,no,cellular,jul,mon,3,0,nonexistent,no,11,high,white-collar,mid
72,married,yes,no,cellular,nov,fri,2,0,nonexistent,no,2,low,out-of-workforce,low
56,married,no,no,telephone,jun,fri,2,0,nonexistent,no,2,low,blue-collar,low
50,married,no,no,telephone,may,tue,1,0,nonexistent,no,2,mid,blue-collar,mid
26,divorced,no,no,cellular,jun,tue,1,0,nonexistent,yes,7,high,blue-collar,mid
39,married,no,yes,telephone,may,tue,2,0,nonexistent,no,6,low,blue-collar,low
51,married,yes,no,cellular,jul,fri,1,0,nonexistent,no,3,low,blue-collar,low
36,married,yes,no,cellular,sep,thu,2,0,nonexistent,yes,22,high,blue-collar,mid
29,single,no,no,telephone,may,fri,1,0,nonexistent,no,2,mid,blue-collar,low
33,married,no,no,cellular,may,tue,1,0,nonexistent,no,2,low,white-collar,high
18,single,yes,no,cellular,jun,tue,1,0,nonexistent,no,3,low,out-of-workforce,low
28,married,no,no,telephone,jun,mon,2,0,nonexistent,yes,11,mid,blue-collar,mid
45,married,yes,no,cellular,apr,thu,1,0,nonexistent,yes,3,high,white-collar,high
39,married,yes,yes,cellular,may,fri,1,0,nonexistent,no,5,low,blue-collar,low
38,married,no,no,cellular,apr,mon,1,0,nonexistent,no,5,mid,blue-collar,mid
59,married,yes,yes,telephone,jun,tue,3,0,nonexistent,no,4,high,white-collar,high
43,married,yes,no,cellular,may,thu,1,0,nonexistent,no,3,mid,blue-collar,mid
33,married,yes,no,telephone,oct,mon,3,1,success,no,2,low,blue-collar,low
32,single,no,no,cellular,nov,mon,2,2,failure,no,1,mid,white-collar,high
39,married,no,no,telephone,may,mon,1,0,nonexistent,no,4,low,white-collar,mid
40,married,no,yes,telephone,may,mon,1,0,nonexistent,no,3,low,blue-collar,low
42,married,yes,no,cellular,oct,wed,1,1,success,yes,5,mid,blue-collar,low
42,married,no,no,telephone,jun,wed,2,0,nonexistent,no,1,high,white-collar,high
33,single,no,no,telephone,may,tue,1,0,nonexistent,no,4,mid,blue-collar,mid
39,married,yes,no,cellular,may,wed,2,1,failure,no,4,low,out-of-workforce,low
29,single,yes,no,cellular,aug,thu,3,0,nonexistent,no,3,high,white-collar,high
47,married,yes,no,telephone,may,mon,1,0,nonexistent,no,2,mid,blue-collar,mid
39,married,no,no,cellular,nov,mon,1,0,nonexistent,no,7,mid,blue-collar,low
29,single,yes,no,cellular,aug,fri,2,0,nonexistent,no,2,high,white-collar,high
32,married,yes,no,telephone,may,mon,1,0,nonexistent,no,3,low,blue-collar,low
56,divorced,yes,no,cellular,may,tue,1,0,nonexistent,no,1,low,blue-collar,low
77,married,yes,no,cellular,nov,fri,1,1,success,yes,3,low,out-of-workforce,low
29,married,no,no,cellular,jul,mon,3,0,nonexistent,no,4,high,blue-collar,low
32,single,no,no,cellular,aug,wed,1,0,nonexistent,no,3,high,white-collar,high
32,single,yes,no,cellular,jul,wed,1,0,nonexistent,no,1,high,blue-collar,mid
30,married,no,no,cellular,nov,tue,1,1,failure,no,3,mid,blue-collar,mid
59,married,no,no,telephone,jun,fri,8,0,nonexistent,no,0,low,out-of-workforce,low
29,single,no,no,telephone,may,fri,5,0,nonexistent,no,2,mid,white-collar,high
47,married,no,yes,telephone,jun,wed,3,0,nonexistent,no,1,low,blue-collar,low
53,married,no,no,telephone,jun,wed,1,0,nonexistent,no,4,high,white-collar,high
52,married,yes,no,cellular,apr,wed,2,1,success,yes,3,low,white-collar,high
39,married,no,no,telephone,may,fri,1,0,nonexistent,no,4,mid,white-collar,high
54,married,no,no,telephone,jun,mon,5,0,nonexistent,no,1,mid,blue-collar,mid
33,single,yes,no,telephone,jul,wed,1,0,nonexistent,no,1,high,white-collar,high
32,married,no,no,cellular,may,thu,1,1,failure,no,1,mid,blue-collar,mid
33,single,yes,no,cellular,jul,thu,1,0,nonexistent,no,8,low,white-collar,high
42,married,no,no,telephone,may,tue,1,0,nonexistent,no,2,mid,blue-collar,mid
33,single,no,no,cellular,aug,wed,4,0,nonexistent,no,1,high,white-collar,high
31,single,no,no,cellular,apr,thu,1,1,failure,no,12,mid,white-collar,high
42,married,no,no,telephone,may,fri,2,0,nonexistent,no,2,low,blue-collar,low
36,married,no,no,cellular,apr,thu,1,0,nonexistent,no,3,low,blue-collar,low
45,married,no,no,telephone,may,fri,3,0,nonexistent,no,4,high,white-collar,high
42,married,yes,no,cellular,may,wed,1,0,nonexistent,no,1,mid,blue-collar,mid
30,married,no,yes,telephone,jun,wed,1,0,nonexistent,no,0,high,white-collar,high
53,divorced,no,no,cellular,may,mon,2,0,nonexistent,no,1,low,white-collar,mid
44,single,yes,no,telephone,may,mon,4,0,nonexistent,yes,12,high,white-collar,high
37,married,no,yes,telephone,may,fri,1,0,nonexistent,no,2,mid,blue-collar,low
58,married,no,no,cellular,jul,wed,6,1,failure,no,5,high,white-collar,high
58,married,no,no,cellular,nov,thu,1,0,nonexistent,no,4,mid,out-of-workforce,low
32,married,no,no,cellular,nov,wed,3,1,failure,no,3,high,out-of-workforce,low
40,married,no,no,telephone,may,wed,2,0,nonexistent,yes,17,mid,blue-collar,low
33,married,no,no,cellular,may,wed,2,0,nonexistent,no,22,low,blue-collar,low
30,single,yes,no,cellular,sep,tue,1,0,nonexistent,yes,2,high,white-collar,mid
28,single,yes,no,cellular,jul,wed,9,0,nonexistent,no,1,high,white-collar,high
55,single,no,no,cellular,may,thu,1,0,nonexistent,yes,12,low,blue-collar,mid
42,married,no,no,cellular,jul,wed,1,1,failure,yes,6,high,blue-collar,mid
31,married,yes,no,cellular,nov,wed,3,0,nonexistent,no,3,low,blue-collar,low
29,single,yes,no,cellular,may,fri,1,1,failure,no,10,low,blue-collar,low
26,single,no,no,telephone,jun,tue,1,0,nonexistent,no,1,mid,white-collar,high
72,married,no,no,cellular,jul,wed,1,0,nonexistent,no,6,low,out-of-workforce,low
27,single,no,no,cellular,may,tue,2,0,nonexistent,no,3,mid,blue-collar,mid
23,single,no,no,cellular,jun,wed,2,0,nonexistent,yes,3,mid,out-of-workforce,low
49,married,yes,no,telephone,jun,mon,2,0,nonexistent,no,6,high,white-collar,high
24,married,no,no,telephone,may,fri,2,0,nonexistent,no,20,high,white-collar,high
45,married,yes,no,telephone,may,mon,2,0,nonexistent,no,3,low,blue-collar,low
49,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,4,low,blue-collar,mid
46,married,yes,no,cellular,may,thu,3,0,nonexistent,no,6,low,blue-collar,low
30,married,no,no,cellular,aug,fri,3,0,nonexistent,no,6,mid,blue-collar,low
31,single,yes,yes,cellular,jun,tue,1,2,success,yes,2,low,blue-collar,low
38,married,no,yes,cellular,aug,fri,6,0,nonexistent,no,8,mid,blue-collar,mid
29,single,no,no,cellular,aug,fri,1,3,success,no,6,mid,white-collar,high
28,married,no,no,telephone,may,thu,2,0,nonexistent,no,0,low,blue-collar,mid
56,married,no,no,cellular,jul,tue,1,0,nonexistent,yes,26,low,blue-collar,low
24,single,yes,no,cellular,jun,tue,1,2,success,no,1,high,blue-collar,mid
41,married,no,no,cellular,may,mon,2,0,nonexistent,no,4,mid,white-collar,high
31,married,no,no,cellular,may,mon,1,0,nonexistent,no,4,low,blue-collar,low
37,divorced,yes,no,cellular,nov,tue,2,0,nonexistent,no,21,mid,white-collar,high
42,married,yes,no,telephone,nov,mon,2,1,failure,no,3,mid,white-collar,high
35,single,yes,no,cellular,nov,mon,2,0,nonexistent,no,1,low,white-collar,high
46,married,no,no,cellular,aug,wed,3,0,nonexistent,no,12,high,white-collar,mid
30,single,no,no,telephone,may,wed,1,0,nonexistent,no,7,mid,blue-collar,mid
43,married,no,no,cellular,aug,thu,3,0,nonexistent,no,4,mid,blue-collar,mid
34,single,yes,no,cellular,may,mon,1,0,nonexistent,no,0,high,white-collar,high
36,married,no,yes,telephone,may,tue,2,0,nonexistent,no,26,mid,blue-collar,mid
41,married,yes,no,cellular,may,thu,1,0,nonexistent,no,6,low,blue-collar,mid
46,married,no,no,telephone,may,wed,2,0,nonexistent,no,7,low,blue-collar,low
36,single,yes,yes,cellular,may,fri,5,0,nonexistent,no,0,mid,white-collar,high
43,married,no,no,telephone,jun,fri,5,0,nonexistent,no,1,high,white-collar,high
46,married,no,no,cellular,aug,fri,1,0,nonexistent,yes,12,low,blue-collar,mid
42,married,no,no,telephone,oct,fri,1,0,nonexistent,yes,10,high,white-collar,high
32,married,no,no,telephone,jul,thu,4,0,nonexistent,no,1,high,blue-collar,mid
50,married,yes,yes,telephone,may,tue,1,0,nonexistent,no,6,low,blue-collar,mid
25,single,no,yes,telephone,may,wed,8,0,nonexistent,no,2,low,blue-collar,low
31,married,yes,no,telephone,jun,thu,1,0,nonexistent,no,2,mid,white-collar,high
31,married,no,no,cellular,may,wed,1,0,nonexistent,no,0,low,blue-collar,low
59,married,yes,no,cellular,apr,thu,1,0,nonexistent,no,3,low,blue-collar,low
55,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,2,low,blue-collar,low
39,married,yes,no,cellular,apr,thu,1,0,nonexistent,no,5,low,blue-collar,low
56,divorced,no,no,cellular,jul,mon,3,0,nonexistent,no,1,low,white-collar,high
47,married,yes,no,cellular,nov,mon,1,1,failure,no,2,high,white-collar,high
25,single,no,no,cellular,may,fri,2,0,nonexistent,no,3,low,blue-collar,low
48,married,no,no,telephone,may,mon,1,0,nonexistent,yes,10,low,blue-collar,low
33,single,no,no,telephone,may,mon,1,0,nonexistent,no,3,mid,blue-collar,low
49,married,yes,no,cellular,aug,wed,4,0,nonexistent,no,3,high,white-collar,high
45,married,no,no,telephone,jul,fri,1,0,nonexistent,no,7,low,blue-collar,low
24,single,yes,no,cellular,apr,tue,1,1,failure,no,4,low,out-of-workforce,low
41,single,no,no,telephone,may,fri,1,0,nonexistent,no,2,high,white-collar,high
38,married,no,no,telephone,may,tue,4,0,nonexistent,no,5,low,blue-collar,low
40,married,no,no,cellular,jul,mon,3,0,nonexistent,no,9,high,white-collar,high
43,married,yes,no,telephone,jul,wed,4,0,nonexistent,no,2,high,white-collar,high
44,divorced,no,no,telephone,jul,tue,3,0,nonexistent,no,4,high,blue-collar,mid
48,married,no,no,cellular,aug,mon,5,0,nonexistent,no,2,mid,blue-collar,mid
52,single,yes,no,cellular,nov,thu,3,1,success,no,3,low,blue-collar,low
49,married,no,no,cellular,jul,mon,3,0,nonexistent,no,2,high,white-collar,high
52,married,yes,no,cellular,aug,wed,1,0,nonexistent,no,4,high,white-collar,high
58,divorced,yes,no,telephone,jun,mon,7,0,nonexistent,no,5,high,white-collar,high
52,divorced,no,no,telephone,jun,tue,2,0,nonexistent,yes,11,mid,blue-collar,low
48,married,no,no,telephone,may,fri,1,0,nonexistent,no,5,low,blue-collar,low
66,married,yes,no,cellular,aug,wed,1,1,success,no,2,low,out-of-workforce,low
42,married,yes,no,telephone,may,mon,1,0,nonexistent,no,13,low,blue-collar,low
27,married,no,no,cellular,nov,mon,1,2,failure,no,2,mid,white-collar,high
26,single,yes,no,cellular,jul,thu,3,0,nonexistent,no,2,mid,white-collar,high
38,married,yes,no,cellular,may,wed,2,1,success,yes,14,mid,blue-collar,low
43,married,no,no,cellular,may,fri,5,1,failure,no,1,low,blue-collar,low
35,single,no,no,cellular,jul,tue,1,0,nonexistent,no,1,mid,blue-collar,mid
31,married,yes,yes,cellular,aug,mon,1,0,nonexistent,no,2,mid,blue-collar,mid
30,single,no,no,cellular,jul,mon,10,0,nonexistent,no,2,low,blue-collar,low
26,single,no,yes,cellular,jul,tue,4,0,nonexistent,no,2,high,white-collar,high
38,married,no,no,cellular,dec,wed,1,2,failure,yes,7,high,blue-collar,mid
49,single,yes,no,telephone,jun,fri,1,0,nonexistent,no,1,mid,white-collar,high
54,married,no,no,telephone,may,thu,3,0,nonexistent,no,2,mid,blue-collar,mid
36,married,yes,no,cellular,nov,wed,4,0,nonexistent,no,3,high,white-collar,high
34,married,yes,no,telephone,may,wed,6,0,nonexistent,no,2,low,blue-collar,low
44,married,yes,no,cellular,aug,wed,1,0,nonexistent,no,4,low,white-collar,high
33,married,no,no,cellular,mar,fri,2,1,failure,no,2,high,white-collar,high
39,married,no,no,telephone,may,fri,1,0,nonexistent,no,2,low,white-collar,high
40,married,yes,no,cellular,aug,wed,1,0,nonexistent,no,4,high,white-collar,high
48,married,no,yes,cellular,aug,mon,6,0,nonexistent,no,7,mid,white-collar,high
30,single,yes,no,cellular,jul,mon,2,0,nonexistent,no,8,high,blue-collar,mid
29,married,no,no,cellular,aug,thu,1,0,nonexistent,no,2,high,white-collar,high
48,married,no,no,telephone,may,fri,1,0,nonexistent,no,6,low,blue-collar,low
30,married,no,no,cellular,jul,tue,4,0,nonexistent,no,16,mid,white-collar,high
30,divorced,no,no,telephone,nov,mon,1,0,nonexistent,no,1,high,white-collar,high
44,married,yes,no,cellular,mar,thu,2,0,nonexistent,no,1,low,white-collar,high
26,single,yes,no,telephone,may,tue,3,0,nonexistent,no,2,low,out-of-workforce,low
31,single,yes,no,telephone,may,tue,4,0,nonexistent,no,11,high,white-collar,high
36,married,no,yes,telephone,may,tue,1,0,nonexistent,no,2,mid,blue-collar,mid
34,married,no,yes,telephone,jun,mon,1,0,nonexistent,no,1,low,blue-collar,low
63,married,no,no,telephone,aug,tue,3,0,nonexistent,no,5,high,out-of-workforce,low
53,married,yes,no,telephone,jun,fri,2,0,nonexistent,no,4,mid,out-of-workforce,low
43,married,no,no,cellular,aug,wed,1,0,nonexistent,no,7,high,white-collar,high
35,married,yes,no,cellular,jul,mon,1,2,success,yes,5,low,blue-collar,low
28,single,yes,no,telephone,may,wed,2,0,nonexistent,no,5,mid,white-collar,high
43,divorced,yes,no,telephone,may,fri,2,0,nonexistent,yes,10,low,blue-collar,low
46,divorced,yes,no,telephone,may,wed,4,0,nonexistent,no,3,high,white-collar,high
35,married,no,no,cellular,aug,fri,1,0,nonexistent,no,2,mid,blue-collar,mid
31,married,yes,no,cellular,may,thu,1,0,nonexistent,no,4,mid,blue-collar,mid
58,married,no,no,cellular,aug,tue,2,0,nonexistent,no,1,low,white-collar,mid
29,single,yes,no,cellular,nov,thu,1,1,failure,no,2,high,blue-collar,mid
40,single,yes,yes,cellular,jul,fri,2,0,nonexistent,no,15,mid,blue-collar,mid
29,married,no,no,telephone,jun,wed,2,0,nonexistent,no,3,mid,blue-collar,mid
45,divorced,yes,no,cellular,may,thu,1,0,nonexistent,no,6,low,white-collar,high
44,married,yes,no,cellular,may,tue,1,0,nonexistent,no,1,high,white-collar,high
33,married,yes,no,cellular,may,thu,2,0,nonexistent,no,9,low,blue-collar,low
70,divorced,no,no,cellular,sep,fri,2,0,nonexistent,no,7,high,out-of-workforce,low
33,divorced,no,no,telephone,aug,fri,1,0,nonexistent,no,2,mid,white-collar,high
30,married,yes,no,cellular,jul,thu,1,0,nonexistent,no,7,low,white-collar,high
21,married,no,no,cellular,jul,wed,1,0,nonexistent,no,3,low,blue-collar,low
35,married,yes,no,cellular,may,mon,3,0,nonexistent,no,4,high,blue-collar,mid
30,single,no,no,cellular,aug,thu,7,0,nonexistent,no,3,high,blue-collar,mid
57,married,yes,no,telephone,may,fri,1,0,nonexistent,no,4,high,white-collar,high
49,married,no,no,telephone,may,fri,3,0,nonexistent,no,5,low,blue-collar,low
25,single,no,no,cellular,aug,mon,1,0,nonexistent,yes,5,high,white-collar,high
51,married,no,yes,telephone,jun,mon,1,0,nonexistent,no,2,mid,blue-collar,mid
21,single,yes,no,cellular,apr,thu,3,0,nonexistent,no,6,mid,blue-collar,mid
38,married,yes,no,telephone,jun,wed,3,0,nonexistent,no,1,low,out-of-workforce,low
41,divorced,no,no,cellular,jul,tue,3,0,nonexistent,no,2,mid,white-collar,high
55,married,yes,no,cellular,aug,tue,3,0,nonexistent,no,7,mid,blue-collar,mid
55,married,yes,no,telephone,jul,tue,3,0,nonexistent,no,9,low,out-of-workforce,low
34,married,no,no,telephone,may,fri,2,0,nonexistent,no,6,high,white-collar,high
38,single,no,no,telephone,jul,thu,4,0,nonexistent,no,2,low,blue-collar,low
42,married,yes,no,telephone,may,wed,1,0,nonexistent,no,3,low,blue-collar,low
38,married,no,yes,cellular,may,fri,2,0,nonexistent,no,5,mid,white-collar,high
37,married,yes,no,cellular,apr,mon,3,0,nonexistent,no,2,mid,blue-collar,mid
19,single,yes,no,cellular,jul,mon,4,0,nonexistent,no,1,low,out-of-workforce,low
32,single,no,no,cellular,apr,thu,1,0,nonexistent,no,11,high,white-collar,high
51,married,no,no,telephone,may,tue,1,0,nonexistent,no,23,low,out-of-workforce,low
33,married,no,yes,cellular,may,wed,2,1,failure,yes,8,low,blue-collar,low
33,single,yes,no,telephone,may,thu,1,0,nonexistent,no,4,mid,white-collar,high
38,single,no,no,cellular,jul,thu,3,0,nonexistent,no,2,mid,blue-collar,low
29,single,no,no,telephone,may,fri,1,0,nonexistent,no,4,low,blue-collar,low
46,married,no,no,telephone,jun,fri,4,0,nonexistent,no,1,mid,white-collar,high
56,married,no,no,cellular,jul,fri,14,0,nonexistent,no,3,low,blue-collar,mid
41,married,no,no,cellular,may,mon,4,1,success,no,5,mid,out-of-workforce,low
50,divorced,yes,no,telephone,jul,fri,2,0,nonexistent,no,1,mid,blue-collar,mid
28,single,no,no,telephone,jun,tue,9,0,nonexistent,no,4,mid,out-of-workforce,low
48,married,yes,no,cellular,aug,fri,2,0,nonexistent,no,2,low,blue-collar,mid
57,married,no,no,cellular,jul,mon,6,0,nonexistent,no,2,mid,white-collar,high
52,married,yes,no,cellular,nov,fri,1,1,failure,no,11,mid,blue-collar,mid
29,divorced,no,no,cellular,oct,mon,2,0,nonexistent,no,3,mid,out-of-workforce,low
51,married,no,yes,telephone,may,wed,7,0,nonexistent,no,2,low,white-collar,mid
52,divorced,no,no,cellular,jul,mon,4,0,nonexistent,no,3,high,white-collar,high
35,single,yes,no,telephone,jun,fri,1,0,nonexistent,no,6,high,white-collar,high
32,single,yes,no,telephone,jun,thu,3,0,nonexistent,no,0,high,white-collar,high
38,married,no,no,telephone,may,wed,2,0,nonexistent,no,9,low,blue-collar,low
49,married,no,no,cellular,jun,mon,2,0,nonexistent,yes,4,high,white-collar,high
25,single,no,no,cellular,may,wed,1,0,nonexistent,no,6,mid,blue-collar,mid
34,married,yes,no,cellular,nov,mon,1,0,nonexistent,yes,13,low,white-collar,high
36,single,no,no,cellular,aug,wed,1,0,nonexistent,no,1,high,white-collar,high
35,married,yes,no,cellular,jul,mon,2,0,nonexistent,no,1,mid,blue-collar,low
45,single,yes,no,cellular,jul,wed,1,0,nonexistent,no,1,mid,white-collar,high
58,married,yes,no,cellular,nov,tue,1,1,failure,no,3,low,blue-collar,low
41,married,no,no,telephone,may,fri,1,0,nonexistent,no,3,high,blue-collar,mid
48,single,yes,yes,cellular,may,tue,1,0,nonexistent,no,4,low,blue-collar,low
57,married,no,yes,telephone,may,wed,1,0,nonexistent,no,4,low,blue-collar,low
45,married,no,no,telephone,jul,wed,6,0,nonexistent,no,2,mid,blue-collar,mid
52,married,yes,yes,cellular,aug,wed,1,0,nonexistent,no,6,mid,white-collar,high
42,married,yes,yes,telephone,jun,wed,1,0,nonexistent,no,6,low,white-collar,high
31,single,no,no,cellular,jun,thu,1,0,nonexistent,no,18,high,white-collar,high
42,married,no,no,telephone,may,thu,1,0,nonexistent,no,3,high,white-collar,mid
35,single,yes,yes,cellular,jul,wed,3,0,nonexistent,no,7,mid,white-collar,high
28,single,yes,no,telephone,may,fri,3,0,nonexistent,no,19,high,white-collar,high
36,single,yes,no,cellular,may,thu,1,0,nonexistent,no,7,mid,blue-collar,mid
35,married,yes,no,cellular,jul,fri,1,0,nonexistent,no,6,low,blue-collar,low
33,single,no,no,telephone,may,tue,5,0,nonexistent,no,2,mid,blue-collar,mid
38,married,yes,yes,cellular,jul,tue,3,0,nonexistent,no,8,high,white-collar,high
41,married,yes,no,telephone,may,tue,3,0,nonexistent,no,4,low,white-collar,high
48,married,no,no,cellular,apr,fri,3,0,nonexistent,no,5,high,white-collar,high
31,married,yes,no,telephone,may,wed,4,0,nonexistent,no,1,mid,blue-collar,mid
47,married,yes,no,telephone,jun,mon,4,0,nonexistent,no,11,low,blue-collar,low
34,single,yes,yes,telephone,may,wed,1,0,nonexistent,no,2,low,blue-collar,mid
34,single,yes,yes,cellular,mar,tue,1,0,nonexistent,yes,5,high,white-collar,high
45,married,no,no,cellular,may,fri,1,1,failure,no,1,high,white-collar,high
41,married,yes,no,cellular,apr,fri,2,0,nonexistent,no,17,low,blue-collar,low
37,married,no,yes,cellular,apr,fri,1,1,failure,no,8,mid,white-collar,high
59,married,yes,no,cellular,aug,fri,1,0,nonexistent,no,0,high,out-of-workforce,low
36,married,yes,no,cellular,mar,thu,3,0,nonexistent,yes,4,mid,white-collar,high
