age,marital,education_level,job_type,income_level,contact,day_of_week,duration_mins,campaign,previous,poutcome,was_contacted_before,deposited_before,y
38,divorced,low,white-collar,mid,cellular,mon,1,4,0,nonexistent,False,False,no
25,married,high,white-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
56,married,high,white-collar,mid,cellular,thu,13,3,0,nonexistent,False,False,no
25,single,mid,blue-collar,mid,telephone,tue,4,2,0,nonexistent,False,False,no
30,married,low,white-collar,high,telephone,fri,3,2,0,nonexistent,False,False,no
41,single,mid,blue-collar,mid,cellular,tue,1,5,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,cellular,mon,13,2,0,nonexistent,False,False,no
38,married,mid,blue-collar,mid,telephone,fri,0,3,0,nonexistent,False,False,no
36,married,low,white-collar,mid,cellular,fri,3,1,1,failure,True,False,no
47,single,mid,blue-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
34,married,low,white-collar,mid,cellular,mon,7,2,0,nonexistent,False,False,no
52,married,low,blue-collar,mid,telephone,thu,1,3,0,nonexistent,False,False,no
44,single,mid,blue-collar,mid,cellular,fri,2,3,0,nonexistent,False,False,no
41,married,low,white-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
46,married,high,blue-collar,mid,cellular,thu,6,2,0,nonexistent,False,False,no
42,divorced,high,white-collar,high,cellular,fri,4,2,0,nonexistent,False,False,no
34,married,high,white-collar,mid,cellular,wed,0,11,0,nonexistent,False,False,no
49,married,high,white-collar,mid,cellular,tue,13,1,0,nonexistent,False,False,no
73,married,low,out-of-workforce,low,cellular,mon,6,1,0,nonexistent,False,False,yes
39,married,high,white-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
24,single,low,blue-collar,mid,cellular,thu,2,5,0,nonexistent,False,False,no
56,married,mid,blue-collar,mid,cellular,fri,6,1,0,nonexistent,False,False,no
31,single,high,white-collar,mid,cellular,wed,4,2,6,success,True,True,no
40,married,low,blue-collar,mid,telephone,tue,1,2,0,nonexistent,False,False,no
64,married,low,blue-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
24,married,mid,blue-collar,mid,cellular,tue,4,10,0,nonexistent,False,False,no
24,single,low,blue-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
40,married,high,white-collar,mid,telephone,fri,1,6,0,nonexistent,False,False,no
57,married,mid,out-of-workforce,low,cellular,fri,2,6,0,nonexistent,False,False,no
47,divorced,mid,white-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
56,single,high,white-collar,mid,cellular,thu,3,1,1,failure,True,False,no
31,single,low,blue-collar,mid,telephone,wed,4,1,0,nonexistent,False,False,no
73,married,low,out-of-workforce,low,cellular,fri,3,2,0,nonexistent,False,False,no
37,married,high,white-collar,mid,telephone,mon,4,1,0,nonexistent,False,False,no
45,divorced,low,blue-collar,mid,cellular,fri,3,4,0,nonexistent,False,False,no
45,single,low,blue-collar,mid,telephone,fri,3,5,0,nonexistent,False,False,no
45,married,high,white-collar,high,cellular,thu,4,2,0,nonexistent,False,False,no
43,single,mid,blue-collar,mid,telephone,mon,1,3,0,nonexistent,False,False,no
32,married,high,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
59,married,low,out-of-workforce,low,telephone,mon,4,4,0,nonexistent,False,False,no
30,single,mid,blue-collar,mid,cellular,tue,2,2,0,nonexistent,False,False,no
34,single,mid,blue-collar,mid,cellular,mon,2,3,0,nonexistent,False,False,no
25,single,high,white-collar,mid,telephone,tue,1,1,0,nonexistent,False,False,no
47,married,low,white-collar,mid,cellular,fri,3,1,0,nonexistent,False,False,no
30,married,mid,white-collar,mid,telephone,thu,6,1,0,nonexistent,False,False,no
31,single,high,white-collar,mid,cellular,mon,3,6,0,nonexistent,False,False,no
28,single,low,blue-collar,mid,telephone,tue,6,2,0,nonexistent,False,False,no
39,married,high,blue-collar,mid,telephone,wed,9,7,0,nonexistent,False,False,no
32,single,mid,blue-collar,mid,cellular,tue,2,3,0,nonexistent,False,False,no
57,divorced,high,white-collar,high,telephone,fri,3,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,mon,10,1,0,nonexistent,False,False,no
56,divorced,high,blue-collar,mid,cellular,thu,6,3,0,nonexistent,False,False,no
35,married,mid,white-collar,high,telephone,wed,2,1,0,nonexistent,False,False,no
53,married,high,white-collar,mid,cellular,mon,12,6,0,nonexistent,False,False,no
27,single,mid,white-collar,mid,telephone,wed,3,1,1,failure,True,False,no
33,married,mid,white-collar,high,telephone,wed,2,1,0,nonexistent,False,False,no
46,married,low,blue-collar,mid,telephone,mon,2,3,1,failure,True,False,no
30,single,mid,blue-collar,mid,cellular,mon,4,2,1,failure,True,False,no
29,single,high,white-collar,mid,telephone,tue,3,2,0,nonexistent,False,False,no
32,married,mid,white-collar,high,telephone,fri,4,3,0,nonexistent,False,False,no
37,married,high,white-collar,high,cellular,mon,3,1,1,failure,True,False,no
38,married,mid,blue-collar,mid,cellular,mon,6,1,0,nonexistent,False,False,no
45,married,mid,blue-collar,mid,cellular,tue,1,5,0,nonexistent,False,False,no
49,married,high,white-collar,high,cellular,tue,3,1,0,nonexistent,False,False,no
30,married,high,blue-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
28,divorced,mid,blue-collar,mid,cellular,tue,4,1,0,nonexistent,False,False,no
28,married,low,blue-collar,mid,cellular,thu,13,1,0,nonexistent,False,False,no
39,married,high,blue-collar,mid,telephone,mon,3,2,0,nonexistent,False,False,no
57,married,low,blue-collar,mid,telephone,thu,1,2,0,nonexistent,False,False,no
41,single,mid,white-collar,mid,telephone,mon,1,6,0,nonexistent,False,False,no
76,married,low,out-of-workforce,low,cellular,fri,1,1,1,failure,True,False,no
44,married,mid,white-collar,high,cellular,mon,3,1,0,nonexistent,False,False,no
27,divorced,mid,out-of-workforce,low,telephone,wed,0,1,0,nonexistent,False,False,no
33,single,mid,blue-collar,mid,telephone,fri,8,2,0,nonexistent,False,False,no
54,divorced,low,out-of-workforce,low,telephone,tue,10,2,0,nonexistent,False,False,no
61,married,low,out-of-workforce,low,cellular,fri,6,1,0,nonexistent,False,False,yes
41,married,high,out-of-workforce,low,cellular,thu,2,3,0,nonexistent,False,False,no
29,single,low,blue-collar,mid,cellular,tue,12,1,0,nonexistent,False,False,no
59,divorced,low,out-of-workforce,low,telephone,fri,2,1,0,nonexistent,False,False,no
30,married,mid,white-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
27,single,low,blue-collar,mid,telephone,mon,2,2,0,nonexistent,False,False,no
28,married,mid,blue-collar,mid,cellular,mon,11,2,0,nonexistent,False,False,no
33,married,mid,blue-collar,mid,cellular,tue,6,2,0,nonexistent,False,False,no
32,married,mid,white-collar,mid,cellular,thu,2,1,1,failure,True,False,no
52,divorced,mid,white-collar,mid,cellular,fri,2,2,0,nonexistent,False,False,no
77,married,mid,out-of-workforce,low,cellular,thu,3,7,0,nonexistent,False,False,yes
35,married,high,white-collar,high,cellular,mon,2,1,0,nonexistent,False,False,no
24,single,mid,out-of-workforce,low,cellular,tue,3,2,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,cellular,mon,2,5,0,nonexistent,False,False,no
45,single,mid,white-collar,mid,telephone,wed,3,6,0,nonexistent,False,False,no
50,married,mid,blue-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,cellular,wed,5,1,0,nonexistent,False,False,no
37,divorced,mid,blue-collar,mid,telephone,tue,2,3,0,nonexistent,False,False,no
34,single,high,white-collar,mid,telephone,fri,4,1,0,nonexistent,False,False,no
54,married,low,blue-collar,mid,cellular,wed,3,2,0,nonexistent,False,False,no
45,married,low,white-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
50,single,mid,blue-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
37,single,mid,white-collar,mid,cellular,mon,1,15,0,nonexistent,False,False,no
29,married,high,white-collar,high,cellular,thu,2,1,0,nonexistent,False,False,no
40,married,mid,white-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
76,married,low,out-of-workforce,low,cellular,thu,9,1,0,nonexistent,False,False,yes
46,divorced,mid,blue-collar,mid,cellular,tue,6,5,0,nonexistent,False,False,no
44,divorced,low,blue-collar,mid,cellular,mon,0,3,1,failure,True,False,no
34,married,mid,blue-collar,mid,cellular,wed,1,5,0,nonexistent,False,False,no
57,divorced,high,white-collar,high,telephone,fri,13,1,0,nonexistent,False,False,no
31,married,high,blue-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,no
41,married,low,out-of-workforce,low,telephone,mon,15,4,0,nonexistent,False,False,yes
42,divorced,high,white-collar,mid,telephone,wed,2,1,0,nonexistent,False,False,no
47,married,low,white-collar,high,telephone,mon,15,1,0,nonexistent,False,False,yes
55,married,mid,blue-collar,mid,cellular,fri,2,1,1,failure,True,False,no
55,married,low,out-of-workforce,low,cellular,wed,2,3,0,nonexistent,False,False,no
33,single,high,blue-collar,mid,cellular,mon,5,4,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,telephone,mon,3,2,0,nonexistent,False,False,no
40,divorced,low,blue-collar,mid,cellular,fri,3,1,0,nonexistent,False,False,no
35,married,mid,white-collar,mid,cellular,tue,1,1,0,nonexistent,False,False,no
84,divorced,low,out-of-workforce,low,cellular,thu,4,2,2,failure,True,False,no
34,married,high,blue-collar,mid,cellular,thu,1,1,1,failure,True,False,no
33,married,low,blue-collar,mid,telephone,mon,2,3,0,nonexistent,False,False,no
35,single,high,white-collar,mid,cellular,mon,7,3,0,nonexistent,False,False,no
29,married,low,blue-collar,mid,cellular,wed,3,3,0,nonexistent,False,False,no
37,single,high,white-collar,high,cellular,tue,1,1,1,failure,True,False,no
52,married,mid,white-collar,high,telephone,fri,2,4,0,nonexistent,False,False,no
27,single,high,white-collar,mid,cellular,tue,8,5,0,nonexistent,False,False,no
27,single,mid,out-of-workforce,low,cellular,mon,3,1,1,failure,True,False,no
30,single,high,blue-collar,mid,cellular,thu,4,1,0,nonexistent,False,False,no
28,single,high,blue-collar,mid,telephone,mon,4,1,0,nonexistent,False,False,no
33,single,high,white-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
53,married,high,white-collar,high,cellular,mon,5,1,0,nonexistent,False,False,no
35,single,high,white-collar,mid,cellular,wed,7,2,0,nonexistent,False,False,no
27,single,low,blue-collar,mid,telephone,thu,14,2,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,cellular,fri,5,3,0,nonexistent,False,False,no
32,single,mid,blue-collar,mid,cellular,mon,10,3,0,nonexistent,False,False,yes
35,single,mid,blue-collar,mid,cellular,mon,0,11,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,cellular,thu,5,1,0,nonexistent,False,False,no
39,married,mid,white-collar,mid,cellular,wed,2,3,1,failure,True,False,no
32,single,mid,blue-collar,mid,cellular,fri,2,3,0,nonexistent,False,False,no
32,single,high,white-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
36,single,mid,blue-collar,mid,telephone,mon,7,2,0,nonexistent,False,False,no
28,married,mid,white-collar,high,cellular,thu,1,6,0,nonexistent,False,False,no
41,single,high,blue-collar,mid,cellular,fri,2,1,2,success,True,True,yes
38,divorced,high,white-collar,mid,telephone,mon,5,3,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,mon,11,3,0,nonexistent,False,False,no
31,single,high,blue-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
54,divorced,high,out-of-workforce,low,cellular,fri,3,2,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,cellular,fri,2,4,0,nonexistent,False,False,no
50,married,high,white-collar,mid,telephone,tue,2,1,0,nonexistent,False,False,no
42,married,low,blue-collar,mid,cellular,tue,3,2,1,failure,True,False,no
43,married,low,blue-collar,mid,cellular,fri,3,3,0,nonexistent,False,False,no
55,divorced,high,white-collar,high,cellular,thu,1,1,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,telephone,thu,3,5,0,nonexistent,False,False,no
26,single,low,out-of-workforce,low,cellular,mon,1,4,0,nonexistent,False,False,no
38,married,mid,white-collar,high,cellular,mon,1,2,0,nonexistent,False,False,no
48,married,mid,blue-collar,mid,cellular,thu,2,2,2,failure,True,False,no
39,married,low,blue-collar,mid,telephone,tue,0,8,0,nonexistent,False,False,no
31,single,low,blue-collar,mid,cellular,fri,18,2,0,nonexistent,False,False,yes
42,single,low,blue-collar,mid,cellular,wed,3,1,0,nonexistent,False,False,no
51,married,low,blue-collar,mid,telephone,thu,3,2,0,nonexistent,False,False,no
54,married,low,blue-collar,mid,cellular,tue,5,3,2,failure,True,False,yes
37,single,high,blue-collar,mid,telephone,tue,12,2,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,wed,1,1,1,failure,True,False,no
40,married,mid,blue-collar,mid,telephone,tue,2,1,1,failure,True,False,yes
38,single,high,out-of-workforce,low,cellular,mon,4,1,4,success,True,True,yes
27,married,mid,blue-collar,mid,telephone,fri,3,3,0,nonexistent,False,False,no
28,single,high,white-collar,mid,telephone,tue,2,2,0,nonexistent,False,False,no
57,married,low,blue-collar,mid,cellular,wed,8,2,0,nonexistent,False,False,yes
39,married,mid,blue-collar,mid,cellular,tue,3,4,0,nonexistent,False,False,no
48,married,high,blue-collar,mid,cellular,tue,3,2,0,nonexistent,False,False,no
29,married,low,blue-collar,mid,telephone,thu,10,3,0,nonexistent,False,False,no
33,single,mid,white-collar,mid,cellular,tue,6,1,1,failure,True,False,no
24,single,mid,blue-collar,mid,cellular,wed,4,1,0,nonexistent,False,False,no
35,married,mid,white-collar,mid,telephone,thu,4,3,0,nonexistent,False,False,no
39,married,high,blue-collar,mid,cellular,tue,7,2,1,failure,True,False,yes
72,married,mid,out-of-workforce,low,cellular,thu,1,1,0,nonexistent,False,False,no
51,married,high,blue-collar,mid,cellular,fri,2,3,0,nonexistent,False,False,no
31,single,high,white-collar,mid,cellular,wed,3,1,1,failure,True,False,no
48,married,low,blue-collar,mid,cellular,tue,3,2,0,nonexistent,False,False,no
32,single,low,blue-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
32,single,high,white-collar,mid,telephone,wed,3,1,0,nonexistent,False,False,no
26,single,high,blue-collar,mid,telephone,tue,2,4,0,nonexistent,False,False,no
25,single,mid,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
30,divorced,mid,white-collar,mid,cellular,wed,7,1,1,failure,True,False,no
57,married,low,blue-collar,mid,cellular,fri,1,2,1,failure,True,False,no
40,married,high,out-of-workforce,low,cellular,wed,2,1,0,nonexistent,False,False,no
41,married,mid,blue-collar,mid,cellular,mon,1,3,0,nonexistent,False,False,no
32,married,high,white-collar,mid,cellular,thu,3,2,0,nonexistent,False,False,no
42,married,mid,out-of-workforce,low,cellular,thu,4,4,2,success,True,True,yes
50,married,high,white-collar,mid,telephone,wed,11,1,0,nonexistent,False,False,no
38,single,mid,blue-collar,mid,cellular,fri,3,3,3,failure,True,False,no
34,married,mid,white-collar,mid,cellular,wed,14,1,0,nonexistent,False,False,no
39,divorced,mid,white-collar,mid,cellular,tue,14,6,0,nonexistent,False,False,no
26,single,high,white-collar,high,cellular,tue,9,2,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,cellular,wed,2,3,0,nonexistent,False,False,no
38,divorced,mid,blue-collar,mid,cellular,thu,8,1,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,cellular,wed,9,5,0,nonexistent,False,False,no
36,married,low,white-collar,high,telephone,fri,2,2,0,nonexistent,False,False,no
31,single,high,white-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
60,married,high,white-collar,high,cellular,fri,4,3,0,nonexistent,False,False,no
23,married,mid,white-collar,mid,telephone,mon,4,3,0,nonexistent,False,False,no
34,single,high,white-collar,high,cellular,mon,3,1,0,nonexistent,False,False,no
21,single,low,out-of-workforce,low,cellular,mon,5,5,0,nonexistent,False,False,yes
43,married,high,white-collar,high,cellular,mon,4,1,0,nonexistent,False,False,no
24,single,mid,white-collar,mid,cellular,mon,8,1,1,success,True,True,yes
33,married,mid,blue-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,no
32,married,high,white-collar,mid,cellular,fri,1,1,1,failure,True,False,no
51,divorced,high,out-of-workforce,low,cellular,wed,2,2,1,failure,True,False,no
37,single,mid,blue-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
52,married,high,white-collar,mid,cellular,tue,9,2,0,nonexistent,False,False,yes
52,single,high,white-collar,high,cellular,mon,8,2,0,nonexistent,False,False,no
55,married,high,blue-collar,mid,telephone,thu,5,2,0,nonexistent,False,False,no
48,married,mid,blue-collar,mid,cellular,wed,3,5,0,nonexistent,False,False,no
27,single,mid,white-collar,mid,telephone,tue,6,2,0,nonexistent,False,False,no
34,single,high,blue-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,fri,7,1,0,nonexistent,False,False,no
48,married,high,white-collar,mid,cellular,fri,4,1,0,nonexistent,False,False,no
31,married,mid,white-collar,mid,cellular,tue,5,2,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,cellular,mon,1,3,0,nonexistent,False,False,no
56,married,low,blue-collar,mid,cellular,tue,1,1,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,telephone,wed,2,2,0,nonexistent,False,False,no
30,single,high,white-collar,mid,cellular,thu,3,2,0,nonexistent,False,False,yes
60,married,high,white-collar,high,telephone,mon,7,6,0,nonexistent,False,False,no
41,married,low,blue-collar,mid,telephone,thu,5,2,0,nonexistent,False,False,no
32,single,mid,blue-collar,mid,cellular,wed,3,2,0,nonexistent,False,False,no
51,married,high,blue-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
36,divorced,mid,blue-collar,mid,telephone,wed,1,1,0,nonexistent,False,False,no
40,married,mid,blue-collar,mid,telephone,tue,1,5,0,nonexistent,False,False,no
33,married,mid,blue-collar,mid,telephone,tue,1,1,0,nonexistent,False,False,no
29,single,mid,white-collar,mid,cellular,thu,2,2,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,cellular,mon,0,3,0,nonexistent,False,False,no
36,single,low,blue-collar,mid,telephone,tue,3,2,0,nonexistent,False,False,no
